startdate,enddate,finished,q1,q5_1,q6,q7,q8,q9_1,q10_1,q11_1,q11_2,q12,q13_1,q13_2,q13_3,q13_4,q13_5,q14_1,q14_2,q14_3,q14_4,q16,q22_pagesubmit,q24_pagesubmit,q23_pagesubmit,q25_1,q26_1,q27_1,q28_1,q29_1
2016-06-20 15:26:13,2016-06-20 15:36:00,True,I agree,1983,Male,Married,Latino or Hispanic American,United States,4,3,0,$3001 and more,4,1.2,1.2,6.1,1.2,Secretary of Defense,Mitch McConnell,Chief Justice Roberts,Republican,The Supreme Court,,,330.335,1.9,8.1,8.1,8.3,2.2
2016-06-20 15:57:50,2016-06-20 16:05:48,True,I agree,1988,Male,Married,Non-Hispanic White or Euro-American,United States,7,4,0,$1001-$1500,4,4,1,4,3,,Boehner,,GOP,The Supreme Court,,242.542,,2,10,10,1,1
2016-06-20 16:36:34,2016-06-20 16:42:14,True,I agree,1992,Male,Single,Non-Arab Middle Eastern or Non-Arab Middle Eastern-American,United States,3.1,4,0,$2001-$2500,4,6.2,1.9,7.2,6.3,,Harry Reid,John Roberts,,The Supreme Court,167.339,,,7,6,7.2,9,5.6
2016-06-20 16:51:05,2016-06-20 16:58:24,True,I agree,1993,Male,Single,Other,United States,1,3,0,$3001 and more,1,1,1,1,1,dont care,dont care,dont care,conservatives,The Supreme Court,,245.299,,6.3,3.4,3.4,9,7
2016-06-20 16:54:44,2016-06-20 17:07:08,True,I agree,1991,Male,Single,Non-Hispanic White or Euro-American,United States,9.2,4,0,$1501-$2000,7.1,5.8,1.6,6.8,1.4,Secretary of Defense,McConnell,Roberts,republicans,The Supreme Court,,,287.631,5,7,8.1,10,2.8
2016-06-20 17:35:01,2016-06-20 17:54:25,True,I agree,1995,Male,Single,Arab Middle Eastern or Arab American,Kuwait,8,1,0,$3001 and more,,,,,,Secretary of Defense,,John Glover Roberts,,The Supreme Court,,,186.137,8.5,6.6,5.5,5.4,8
2016-06-20 17:53:54,2016-06-20 18:02:24,True,I agree,1986,Male,Single,Non-Hispanic White or Euro-American,United States,1.1,3,0,$3001 and more,1.2,5,2.5,4,3,,,,Democrats,The Supreme Court,,245.118,,8,5.5,7,7,6.1
2016-06-20 18:11:04,2016-06-20 18:17:32,True,I agree,1994,Female,Single,Non-Hispanic White or Euro-American,United States,6.6,3,0,$0-$500,6.9,,,7.6,,NA,NA,NA,republican,The Congress,310.779,,,2.7,6.4,3.2,6.1,4.1
2016-06-20 18:07:22,2016-06-20 18:18:13,True,I agree,1994,Male,Single,Non-Hispanic White or Euro-American,United States,8.7,3,0,$0-$500,7.5,3.2,6.1,10,5,Sec. of Defense,Mitch McConnell,John Roberts Jr.,Republican party,The Supreme Court,,,273.587,3,8.4,9.5,8.4,3.8
2016-06-20 18:42:57,2016-06-20 18:51:17,True,I agree,1984,Male,Single,Non-Hispanic White or Euro-American,United States,1.1,2,0,$2001-$2500,5.2,2,1.1,1.1,1.1,secretary of defense,Mitch McConnell,John Roberts,Republican,The Supreme Court,,244.933,,1,4,10,3,3.4
2016-06-20 18:53:50,2016-06-20 19:00:35,True,I agree,1992,Male,Single,South Asian or Indian American,United States,1.3,3,0,Prefer not to disclose,10,10,,10,10,,,,,The president,,246.651,,5,5.4,5.6,5.6,5.7
2016-06-20 19:25:07,2016-06-20 19:34:36,True,I agree,1986,Male,Married,Non-Hispanic White or Euro-American,United States,8,3,0,$3001 and more,8,6,1,10,1,Defense,McConnell,Roberts,Republicans,The Supreme Court,161.641,,,8,4,9,8,7.4
2016-06-20 20:06:44,2016-06-20 20:23:26,True,I agree,1994,Female,Single,Latino or Hispanic American,United States,5.5,3,0,$0-$500,6,6,,7,2,Secretary of Defense,Mitch McConnell,,Republican ,The Supreme Court,,,166.178,1,9,9,3,1.6
2016-06-20 20:26:16,2016-06-20 20:38:49,True,I agree,1993,Male,Single,Non-Hispanic White or Euro-American,United States,2,2,0,Prefer not to disclose,5,5,,8,1,Secretary of Defense,Mitch Mcconnel,John Glover,GOP,The Supreme Court,,244.31,,3,8,10,8,7.4
2016-06-20 20:36:14,2016-06-20 20:44:47,True,I agree,1994,Male,Single,Latino or Hispanic American,United States,1,3,0,$0-$500,6,6,1,10,8,,Mitch McConnell,John Roberts Jr.,Republican Party,The Supreme Court,,,163.614,3.5,8.5,9,4,1
2016-06-20 20:54:03,2016-06-20 21:05:37,True,I agree,1995,Male,Single,Non-Hispanic White or Euro-American,United States,6,3.5,0,$501-$1000,1.9,1.8,1.2,3.4,1.4,Secretary of Defense ,Kevin McCarthy,John Roberts ,Republicans ,The Supreme Court,162.676,,,5.6,5.1,8.1,5.7,6.1
2016-06-20 21:17:18,2016-06-20 21:29:45,True,I agree,1994,Male,Single,Arab Middle Eastern or Arab American,United Arab Emirates,6,3,0,Prefer not to disclose,7.1,6.2,6.3,4.9,6.4,,,,democrat,The Supreme Court,,,162.462,3.9,7,1,8.1,4.2
2016-06-20 21:14:09,2016-06-20 21:35:54,True,I agree,1994,Male,Single,Arab Middle Eastern or Arab American,United Arab Emirates,8.1,3,0,Prefer not to disclose,1,1.1,,4.8,2.7,,,,Democrate,The Supreme Court,,277.566,,1.9,8.3,10,10,1
2016-06-20 22:16:45,2016-06-20 22:26:22,True,I agree,1990,Male,Married,Non-Hispanic White or Euro-American,United States,1,5,0,$1001-$1500,8,8,9,10,4,secretary of defense,Mitch McConnell,John Roberts,Republican,The Supreme Court,161.208,,,3,4,8,4,2.9
2016-06-20 22:19:43,2016-06-20 22:32:28,True,I agree,1992,Male,Single,"Black, Afro-Caribbean, or African American",United States,9.2,4,0,$1001-$1500,5.3,9.7,8.2,8.6,9.5,,mcConnell,roberts,democrats,The Supreme Court,166.737,,,2.9,6,4,5.1,4
2016-06-20 22:44:35,2016-06-20 22:52:54,True,I agree,1994,Male,Single,Non-Arab Middle Eastern or Non-Arab Middle Eastern-American,United States,1,4,0,$0-$500,5,5,3.8,10,8.5,,,,,The Supreme Court,,,176.837,7.1,3.5,7,5,5.5
2016-06-20 22:41:44,2016-06-20 22:55:20,True,I agree,1995,Male,Single,Arab Middle Eastern or Arab American,United Arab Emirates,6,4,0,$3001 and more,4.9,3.9,6,6,6.1,Governor,Ryan,Roberts,Dem,The Supreme Court,,247.361,,3.9,7.1,1.9,10,3.7
2016-06-21 01:44:21,2016-06-21 01:56:01,True,I agree,1986,Male,Single,Non-Hispanic White or Euro-American,United States,1.5,3,0,$3001 and more,4.5,1.7,,2.2,2.2,,,Roberts,Yes,The Supreme Court,,243.814,,5.7,6.1,3.5,8.1,4.4
2016-06-21 06:32:25,2016-06-21 06:38:39,True,I agree,1986,Female,Single,Non-Hispanic White or Euro-American,United States,5.6,2,0,$1001-$1500,6.2,6.3,,6.5,4.7,Secretary Defense,,John Roberts,Republican,The Supreme Court,172.874,,,4,8.1,8.9,9.2,2.5
2016-06-21 07:48:42,2016-06-21 07:57:04,True,I agree,1990,Female,Prefer not to disclose,Non-Hispanic White or Euro-American,United States,1.5,3,0,$3001 and more,5.1,6.1,1.9,7.4,3.6,,,,,The Supreme Court,,249.036,,9.2,9.2,8.2,4,1
2016-06-21 09:13:38,2016-06-21 09:24:46,True,I agree,1993,Male,Single,Non-Hispanic White or Euro-American,United States,1,5,0,$501-$1000,5,5,2,6,3,,Paul Ryan,,Republicans,The Supreme Court,167.955,,,2,9,9,2,1.9
2016-06-21 11:39:19,2016-06-21 11:49:44,True,I agree,1995,Female,Single,Other,United States,1,2.5,0,$2001-$2500,7.6,7.2,,7.2,4.5,,,,Democrates,The Supreme Court,,,169.533,3.5,3.9,7.1,7.2,6.2
2016-06-21 12:16:27,2016-06-21 12:25:08,True,I agree,1984,Male,Married,Non-Hispanic White or Euro-American,United States,10,2,0,$2501-$3000,3.1,3,1,8.1,1,Secretary of Defense,Mitch McConnell,John Roberts,Republican,The Supreme Court,166.738,,,3,7,7,10,3.7
2016-06-21 14:43:58,2016-06-21 14:48:58,True,I agree,1991,Male,Single,Latino or Hispanic American,Paraguay,7,4,0,$3001 and more,6.6,3.2,6,10,5.2,no clue,republican,no idea,no idea ,The Congress,,,168.514,4,6.4,3.5,7,5.7
2016-06-21 16:05:13,2016-06-21 16:12:42,True,I agree,1994,Male,Single,Non-Hispanic White or Euro-American,United States,9,3,0,$1501-$2000,8,8,,10,7,,Paul Ryan,,"Repub, I think.",The Supreme Court,,241.175,,3,10,9,7,2.5
2016-06-21 16:06:15,2016-06-21 16:14:37,True,I agree,1995,Female,Single,Non-Hispanic White or Euro-American,United States,1,3,0,$1001-$1500,3.4,3.4,2.4,6.1,3.6,,Harry Reid,,Republicans,The Supreme Court,,247.071,,2.7,8.9,8.9,5.6,2.5
2016-06-21 16:57:36,2016-06-21 17:13:01,True,I agree,1978,Female,Single,Non-Hispanic White or Euro-American,Italy,8.3,4,0,$3001 and more,6.2,5.5,,6.7,2.3,Sec of defense,Republicans ,John Roberts ,Republicans ,The Supreme Court,182.962,,,1,6.1,10,5.5,5.6
2016-06-21 20:52:16,2016-06-21 21:16:24,True,I agree,1994,Male,Single,Arab Middle Eastern or Arab American,Qatar,5,3,0,Prefer not to disclose,10,10,,10,10,The United States of Secretary of Defence,Mitch McConnell,John G.Roberts,No,The Supreme Court,,,168.524,5,7,7,4,5.5
2016-06-20 07:27:14,2016-06-20 07:31:28,False,I agree,1983,Male,Married,Latino or Hispanic American,United States,4,3,0,$2501-$3000,4,1.8,1.1,6.1,1.1,Defense Secretary,Mitch McConell,Chief Justice Roberts,Republican,The Supreme Court,,,,,,,,
2016-06-20 18:08:31,2016-06-20 18:14:04,False,I agree,1994,Female,Single,Non-Hispanic White or Euro-American,United States,6,3,0,$0-$500,6.8,,,6.5,,i dont know,i dont know,i dont know,Republican,The Congress,,,,,,,,
2016-06-21 06:14:35,2016-06-21 06:27:30,False,I agree,1986,Female,Single,Non-Hispanic White or Euro-American,United States,6,2,0,$1001-$1500,6.4,6.4,,7,4,secrety of defense,,John Roberts,Republican,The Supreme Court,,,,,,,,
2016-11-22 09:19:53,2016-11-22 09:26:47,True,I agree,1995,Male,Single,"Black, Afro-Caribbean, or African American",United States,2,3,0,$501-$1000,5.1,8.8,1,8.1,7.7,,,,,The Supreme Court,,,171.445,4,6.8,8.8,3.7,4
2016-11-22 09:35:59,2016-11-22 09:46:10,True,I agree,1994,Male,Single,Non-Hispanic White or Euro-American,United States,1.5,4,0,$0-$500,6.5,6.5,5.3,7.5,8.9,Secretary of defense ,Mitch McConnell ,Justice Roberts ,Republican Party ,The Supreme Court,,242.477,,1.9,8.3,10,2.2,9.2
2016-11-22 09:38:37,2016-11-22 09:49:27,True,I agree,1997,Male,Single,"Black, Afro-Caribbean, or African American",United States,3.8,1,3,$0-$500,5.3,5.3,1.1,6.9,7.2,,mitch Mcconoll,john roberts,republicans,The Supreme Court,,264.069,,6.4,4,7.3,6.5,7.1
2016-11-22 09:45:41,2016-11-22 09:51:35,True,I agree,1995,Male,Single,Non-Hispanic White or Euro-American,United States,1,3,0,$501-$1000,4,9,10,3,10,Secretary of Defense,McConnell,Roberts,Republicans,The Supreme Court,162.073,,,10,1,1,8,10
2016-11-22 10:01:49,2016-11-22 10:08:03,True,I agree,1997,Female,Single,East Asian or Asian American,Philippines,8.2,1,0,$0-$500,5.1,6.4,,8.2,6.8,,paul ryan,,republicans,The Supreme Court,,,191.867,1,8.3,8.1,7.2,1
2016-11-22 10:02:18,2016-11-22 10:09:44,True,I agree,1996,Male,Single,Latino or Hispanic American,United States,1.1,3,0,$0-$500,9,9,,9,8,N/A,Mitch McConnel,John Roberts,Republicans,The Supreme Court,162.663,,,1,7,9,10,3.5
2016-11-22 10:01:06,2016-11-22 10:15:45,True,I agree,1995,Male,Single,Latino or Hispanic American,United States,1.1,3,0,$501-$1000,3,3.8,4.8,8.2,8.7,Secretary of Defense,Mitch Mcconnell,John Roberts,Republican,The Supreme Court,,251.456,,8.2,7.3,9.8,3.9,5.1
2016-11-22 10:02:35,2016-11-22 10:15:59,True,I agree,1996,Male,Single,Arab Middle Eastern or Arab American,United Arab Emirates,7.3,1.5,0,$3001 and more,2.4,,5.7,7.9,,No idea at all,I don't know ,I don't know ,I don't know ,The Congress,,246.024,,7,3.9,7.6,4.1,7
2016-11-22 10:11:44,2016-11-22 10:23:21,True,I agree,1996,Female,Single,Other,United States,1.9,2.5,0,$501-$1000,8.1,6.9,4.5,8.8,5.7,US Secretary of Defense,Mitch McConnell,John Roberts,GOP,The Supreme Court,,,190.111,3,8.7,9.1,8.5,4.2
2016-11-22 10:17:16,2016-11-22 10:29:38,True,I agree,1998,Male,Single,Non-Hispanic White or Euro-American,United States,1,0,0,$0-$500,7,8,2,9,5,Defense Secretary,Mitch McConnel,John Roberts,Republican,The Supreme Court,164.126,,,2,9,7,2,1
2016-11-22 10:26:05,2016-11-22 10:33:14,True,I agree,1995,Female,Single,Other,United States,10,2,0,$0-$500,8.4,8.2,,10,2.5,Secretary of Defense,Mitch McConnell,John Roberts,Republican,The Supreme Court,192.451,,,1,10,10,7.7,1.7
2016-11-22 10:31:09,2016-11-22 10:44:41,True,I agree,1990,Male,Single,Non-Hispanic White or Euro-American,United States,1,4,1,$501-$1000,10,10,3,10,10,Secretary of Defense,Mitch McConnel,John Roberts,Republicans,The Supreme Court,,,172.208,2,10,10,5.5,1
2016-11-22 10:40:57,2016-11-22 10:47:28,True,I agree,1994,Male,Single,Non-Hispanic White or Euro-American,United States,6.4,1.5,0,$0-$500,3.6,4.2,1.4,2.4,1,,,,Republicans ,The Supreme Court,173.718,,,6.8,4,9.4,10,9
2016-11-22 10:40:19,2016-11-22 10:48:31,True,I agree,1997,Male,Single,Non-Hispanic White or Euro-American,United States,2.1,0.5,0,$0-$500,2.7,2.1,,1,1,Defense secretary,Mitch Mconell,John Roberts,Republicans,The Supreme Court,,242.252,,7,5,2.8,8.9,7.2
2016-11-22 10:33:33,2016-11-22 10:48:36,True,I agree,1996,Male,Single,"Black, Afro-Caribbean, or African American",United States,8.1,3,0,$501-$1000,8.2,7.1,7.1,10,10,Sec. of defense,mitch mconnell,John roberts,Rep.,The Supreme Court,,422.906,,3.9,8.2,8.2,2,5.4
2016-11-22 10:39:56,2016-11-22 10:50:49,True,I agree,1994,Male,Single,Non-Hispanic White or Euro-American,United States,10,3.5,0,$501-$1000,8.4,6.1,,1,2,,Mitch McConnell,John Roberts,Republicans,The Congress,,,444.985,4,7,10,8,1.7
2016-11-22 10:52:19,2016-11-22 10:59:10,True,I agree,1995,Female,Single,Latino or Hispanic American,United States,2.9,4,0,$501-$1000,10,10,4.6,10,6.9,,,,,The Congress,,,162.809,1,10,10,3.8,2.5
2016-11-22 11:07:22,2016-11-22 11:19:39,True,I agree,1980,Male,Single,Prefer not to disclose,United States,5,4,0,$0-$500,4.9,5,1.7,7.6,2.4,Sec of Defence,Paul Ryan,John Roberts,Republicans,The Supreme Court,162.795,,,9.2,7,9,2.9,5.6
2016-11-22 11:15:30,2016-11-22 11:24:15,True,I agree,1997,Female,Single,Non-Hispanic White or Euro-American,United States,4.9,2,0,$501-$1000,6.1,6.1,,8.5,5,,,,Democrats,The Congress,,242.358,,5.1,9.1,7.7,6.2,6.4
2016-11-22 11:16:12,2016-11-22 11:24:35,True,I agree,1994,Male,Single,Non-Hispanic White or Euro-American,United States,3,3,0,$501-$1000,10,7.6,1.2,10,5,,Mitch McConnel,,Republican,The Supreme Court,163.501,,,1.7,10,7.2,2.2,1
2016-11-22 11:20:21,2016-11-22 11:26:20,True,I agree,1997,Female,Single,Non-Hispanic White or Euro-American,United States,4,1,0,$0-$500,3.6,3.5,,6.7,1.2,,Republican,,,The Supreme Court,,,167.575,1.1,10,10,8.5,3.3
2016-11-22 11:05:36,2016-11-22 11:31:31,True,I agree,1979,Female,Single,Non-Hispanic White or Euro-American,United States,8,2,0,$2501-$3000,9,10,,10,1.1,Secretary of Defense,Republicans,John Roberts,Republicans ,The Supreme Court,,250.389,,1,10,10,5.9,1
2016-11-22 11:23:25,2016-11-22 11:32:04,True,I agree,1998,Female,Single,Native American or Alaskan Native,United States,1.1,2,0,$0-$500,6.4,8.5,,10,1.7,No idea,Republican,John Robert,Republican,The Supreme Court,165.737,,,1.8,8,10,5.6,2.3
2016-11-22 11:36:46,2016-11-22 11:42:49,True,I agree,1996,Female,Single,Other,United States,1.5,2,0,$0-$500,6.3,5.7,5.8,6.7,10,,,,rEPUBLICANS,The Supreme Court,,,162.991,4.2,8.6,10,5,3.3
2016-11-22 11:41:08,2016-11-22 11:50:01,True,I agree,1984,Male,Married,Non-Hispanic White or Euro-American,United States,10,4,0,$2501-$3000,10,8,1,10,1,Defense Secretary,Mitch McConnell,John Roberts,Republican,The Supreme Court,,254.452,,1,8.5,10,7,3.6
2016-11-22 11:48:46,2016-11-22 12:00:32,True,I agree,1994,Male,Single,Arab Middle Eastern or Arab American,Kuwait,10,2,0,$2501-$3000,9.9,7.3,5.6,10,10,,,,,The Supreme Court,164.497,,,1.7,9.1,9.2,8.3,1
2016-11-22 11:55:11,2016-11-22 12:01:23,True,I agree,1997,Male,Single,Non-Hispanic White or Euro-American,United States,5.1,1,0,$1001-$1500,10,10,,10,10,,,bannor,republican,The Supreme Court,,257.386,,10,10,7.4,7.3,1
2016-11-22 12:07:06,2016-11-22 12:12:28,True,I agree,1997,Female,Single,Non-Hispanic White or Euro-American,United States,1.1,1,0,$0-$500,7.8,7.3,4.2,8.1,2.9,,,,Republican,The Supreme Court,165.154,,,5.2,7.2,7.4,8.9,4.5
2016-11-22 12:04:27,2016-11-22 12:13:12,True,I agree,1996,Male,Single,Non-Hispanic White or Euro-American,Russian Federation,5,2,0,Prefer not to disclose,6.3,6.6,9.7,10,6.6,Secretary of Defense,Mitch McConell,,Republican,The Supreme Court,,,190.971,5,6.2,9.1,7.1,2.8
2016-11-22 12:07:45,2016-11-22 12:15:08,True,I agree,1997,Male,Single,South Asian or Indian American,Pakistan,6,2,0,$0-$500,5.4,7,,10,9.1,,,,,The Congress,,,320.559,2.9,9.1,8.1,7.1,7.4
2016-11-22 12:12:11,2016-11-22 12:19:30,True,I agree,1996,Male,Single,Non-Hispanic White or Euro-American,United States,1,2,0,$0-$500,4.6,3.2,,9,6.5,,,O'Connor ,,The Supreme Court,,281.853,,2.6,3.9,6.8,3.8,1.7
2016-11-22 12:13:41,2016-11-22 12:23:41,True,I agree,1982,Male,Married,Non-Hispanic White or Euro-American,United States,9.4,3,0,$1501-$2000,7.6,5,,7.7,1.8,Secretary of Defense ,Mitch McConnell,John Roberts,Republicans,The Supreme Court,201.483,,,8.1,7.5,3,10,5.9
2016-11-22 12:23:08,2016-11-22 12:29:11,True,I agree,1997,Female,Single,Arab Middle Eastern or Arab American,United States,6.9,1,0,$0-$500,1.3,10,10,10,10,,Paul Ryan,,Republicans,The Supreme Court,165.549,,,7.5,2.8,4.3,5,5.4
2016-11-22 12:27:44,2016-11-22 12:34:41,True,I agree,1996,Female,Single,Latino or Hispanic American,United States,8,3,0,Prefer not to disclose,7,7.5,,9.2,1,,,,Democrats,The Congress,,,169.892,1,10,10,10,3.6
2016-11-22 12:23:54,2016-11-22 12:38:07,True,I agree,1996,Male,Single,Non-Hispanic White or Euro-American,United States,3,1,0,$0-$500,6.1,6.4,5,8,3,,McConnell,Roberts,republican,The Supreme Court,,319.149,,5.5,5.5,8.5,6.5,2.8
2016-11-22 12:36:09,2016-11-22 12:44:40,True,I agree,1992,Male,Single,Non-Hispanic White or Euro-American,United States,1,6,0,Prefer not to disclose,9.2,8,6,8.5,7,,Mitch McConnell,John Roberts,Republican Party,The Supreme Court,169.269,,,7.5,5,4,4,5.6
2016-11-22 12:37:21,2016-11-22 12:44:46,True,I agree,1994,Male,Single,Non-Hispanic White or Euro-American,United States,5,3,0,$0-$500,5.1,5.2,5.2,7.7,2.9,none,republican,democrat,republican,The Supreme Court,,,165.819,1.9,8.1,10,6.1,1
2016-11-22 12:37:37,2016-11-22 12:47:10,True,I agree,1996,Female,Single,Non-Hispanic White or Euro-American,Russian Federation,8.1,2,0,$0-$500,,,,5.7,4.2,Sectary of defense,Republican,John Glover Roberts,Republican,The Supreme Court,,246.161,,1.9,8.4,8.3,2.1,3.9
2016-11-22 12:40:46,2016-11-22 12:51:40,True,I agree,1996,Male,Single,Non-Hispanic White or Euro-American,United States,10,2.5,0,$501-$1000,6.9,6.5,7,7.6,6.4,Director of Defense,,John Gorbert ,Republicans,The Supreme Court,,246.216,,3.9,7.4,8,1.9,3.7
2016-11-22 12:28:20,2016-11-22 12:52:02,True,I agree,1970,Female,Married,Non-Hispanic White or Euro-American,United States,3,2,0,$3001 and more,10,10,3.3,10,3.8,,MitchMcConnel,John Roberts,Democrats,The Supreme Court,,,163.428,2.1,9.6,9.1,6.9,3
2016-11-22 12:47:57,2016-11-22 12:56:01,True,I agree,1974,Male,Single,Non-Hispanic White or Euro-American,United States,9.1,4,0,$3001 and more,7.8,7.4,,8.8,3.3,secretary of defense,mitch mcconnell and harry reid,john roberts jr,Republican,The Congress,169.791,,,4,6.9,5.1,8.1,4.8
2016-11-22 13:00:42,2016-11-22 13:09:58,True,I agree,1994,Female,Single,Non-Hispanic White or Euro-American,United States,3,3.5,0,$0-$500,7,7,,9.5,5.1,,Mitch McConnell,John Roberts,Republican,The Supreme Court,,243.227,,1.9,9.2,9.5,9.8,2
2016-11-22 13:05:52,2016-11-22 13:14:50,True,I agree,1992,Female,Single,South Asian or Indian American,Bangladesh,1,3,0,$2001-$2500,10,10,6,8.2,,Secretary of Defense ,Mitch McConnell ,John Roberts ,Republican ,The Supreme Court,,,165.939,6,4,10,7.1,5.7
2016-11-22 13:08:53,2016-11-22 13:16:55,True,I agree,1995,Female,Single,Latino or Hispanic American,United States,7.1,3,0,$0-$500,8.2,8.3,1.6,9.3,7.4,,,,Republican,The Congress,164.467,,,1,9,8.2,3.9,4.7
2016-11-22 12:07:04,2016-11-22 13:21:31,True,I agree,1997,Female,Single,Other,United States,4,0,0,$0-$500,7.1,10,,10,6.8,,,,Republican,The Supreme Court,,,4261.69,2.8,8,7.1,8.4,5.7
2016-11-22 13:15:47,2016-11-22 13:24:37,True,I agree,1997,Female,Single,Non-Hispanic White or Euro-American,United States,7,1.5,0,$501-$1000,9,9,,10,5,Secretary of Defense,Paul Ryan,Chief Roberts,Republicans,The Supreme Court,196.899,,,6.5,4,7.4,8.2,7.5
2016-11-22 13:17:39,2016-11-22 13:25:32,True,I agree,1997,Male,Single,Non-Hispanic White or Euro-American,United States,7.4,1,0,$0-$500,,1.1,,7.7,1.1,Secretary of Defense,Republicans,I don't know,Republicans,The Supreme Court,,242.354,,7.1,4,3,10,7.8
2016-11-22 13:14:32,2016-11-22 13:28:50,True,I agree,1997,Male,Single,Non-Hispanic White or Euro-American,United States,1,1,0,$0-$500,7,7,7.1,8,7.4,Secretary of Defense,Republicans,John Roberts,Republicans,The Congress,,304.728,,6,8.1,6.9,8,7
2016-11-22 13:16:49,2016-11-22 13:29:08,True,I agree,1997,Female,Single,"Black, Afro-Caribbean, or African American",United States,6.1,1,0,$0-$500,7,8.4,,10,10,I don't know ,Republican ,I don't know ,Republicans ,The Congress,,,170.253,2.6,8.1,8.2,5.8,4.6
2016-11-22 13:24:15,2016-11-22 13:33:55,True,I agree,1995,Female,Single,East Asian or Asian American,United States,1,3.5,0,Prefer not to disclose,4,6.1,,9.4,6.4,,,,,The Congress,,,169.441,2.8,10,9.2,4.4,3.7
2016-11-22 13:27:42,2016-11-22 13:36:49,True,I agree,1995,Male,Single,Non-Hispanic White or Euro-American,United States,6.7,3,0,$501-$1000,8.7,8.7,,10,1.7,Secretary of Defense,Paul Ryan,Chief Roberts,Republicans,The Supreme Court,166.685,,,4.7,2.8,10,10,6.7
2016-11-22 13:30:37,2016-11-22 13:39:10,True,I agree,1996,Female,Single,Non-Hispanic White or Euro-American,United States,7.5,2,0,$0-$500,6,6,,8,5.6,Secretary of Defense,Mitch McConnell,John G. Roberts Jr.,Republican,The Supreme Court,,,209.864,7.5,8.7,10,8.5,1.7
2016-11-22 13:36:49,2016-11-22 13:42:04,True,I agree,1997,Female,Single,Non-Hispanic White or Euro-American,United States,8,2,0,$0-$500,10,10,,10,7,,Joe Biden,Ruth Bader Ginsburg,Republican,The Supreme Court,193.889,,,4,10,10,10,1.6
2016-11-22 13:34:02,2016-11-22 13:45:05,True,I agree,1993,Male,Single,Other,United States,1,4,0,$1001-$1500,10,10,,10,10,Secretary of Defense,Mitch McConnell,John Roberts,Republicans,The Supreme Court,,242.237,,1,10,10,5,1
2016-11-22 13:35:21,2016-11-22 13:48:57,True,I agree,1994,Female,Single,Other,Thailand,3,3,0,$1001-$1500,7,,,7,5,,,John Roberts,Republican,The Congress,,,208.665,3,4,5,8.5,1
2016-11-22 13:43:58,2016-11-22 13:52:53,True,I agree,1997,Male,Single,East Asian or Asian American,United States,1.1,0,0,Prefer not to disclose,8.2,6.2,,6.6,3.2,I don't know,I don't know,I don't know,No,The Supreme Court,,253.072,,3.6,8.2,7.8,3.1,4.5
2016-11-22 13:41:47,2016-11-22 13:53:16,True,I agree,1997,Female,Single,East Asian or Asian American,Japan,1.1,1.5,0,$501-$1000,10,10,,10,5.6,Sec of Defense,Mitch McConnell,,Republican,The Supreme Court,168.37,,,7.1,6.6,8.9,10,7
2016-11-22 13:46:09,2016-11-22 13:54:07,True,I agree,1994,Female,Single,Non-Hispanic White or Euro-American,United States,9,2,0,$501-$1000,7.2,10,,10,2.2,,,,Republican,The Supreme Court,,243.828,,1,7,10,5.6,1.7
2016-11-22 13:42:11,2016-11-22 13:54:28,True,I agree,1990,Male,Single,Non-Hispanic White or Euro-American,United States,1,2,0,$3001 and more,3.9,3.9,1.7,8.5,4,Secratery of Defense,Mitch McConnel,John Roberts,Republicans,The Supreme Court,,,204.305,4.1,5,8,2,4.6
2016-11-22 13:38:11,2016-11-22 13:55:01,True,I agree,1990,Female,Single,Non-Hispanic White or Euro-American,United States,3.1,1,0,$2001-$2500,2,2,,5.2,5.2,Sec Defense,Republicans,Roberts,Republicans,The Supreme Court,253.87,,,1.9,4.1,7.1,7.1,5.4
2016-11-22 13:29:42,2016-11-22 13:55:45,True,I agree,1990,Female,Single,Non-Hispanic White or Euro-American,United States,5,2,0,$1501-$2000,9,9.2,,9.5,9.6,sec. of defense,Mitch McConnell,John Roberts,Republican,The Supreme Court,,242.238,,2.9,10,10,4,3.8
2016-11-22 13:53:49,2016-11-22 14:02:34,True,I agree,1995,Male,Single,Non-Hispanic White or Euro-American,United States,3.5,4,0,$501-$1000,6.3,5.2,1.2,6.8,1.2,Secretary of Defense,Mitch McConnell,Sonia S.,Republican,The Supreme Court,162.457,,,6.3,4,8.1,4.7,7.7
2016-11-22 14:04:01,2016-11-22 14:10:36,True,I agree,1983,Male,Married,Non-Hispanic White or Euro-American,United States,5,2,0,$2001-$2500,8,9,1.1,10,2,Sec of Def,McConnell,Roberts,Republican,The Supreme Court,,,172.288,1,10,10,10,1
2016-11-22 13:56:37,2016-11-22 14:16:27,True,I agree,1996,Male,Single,Latino or Hispanic American,United States,7,2,0,Prefer not to disclose,10,10,7.1,10,10,,Mitch McConnel,John Roberts,Republican,The Supreme Court,,,163.943,8,10,10,7,3.8
2016-11-22 14:04:49,2016-11-22 14:19:33,True,I agree,1994,Male,Single,Non-Hispanic White or Euro-American,United States,9,3,0,$1501-$2000,2,2,,3,1,,,,Republican?,The Supreme Court,,246.571,,2.9,9,9.6,4,2.3
2016-11-22 14:12:51,2016-11-22 14:22:33,True,I agree,1994,Female,Single,East Asian or Asian American,Philippines,4,5,0,$501-$1000,9.1,8.9,5.3,7.3,4,Secretary of Defense,Mitch McConell,John Roberts Jr.,Republican,The Supreme Court,,243.984,,5,8.3,8.7,4,4.7
