startdate,enddate,finished,q1,q5_1,q6,q7,q8,q9_1,q10_1,q11_1,q11_2,q12,q13_1,q13_2,q13_3,q13_4,q13_5,q14_1,q14_2,q14_3,q14_4,q16,q22_pagesubmit,q24_pagesubmit,q23_pagesubmit,q25_1,q26_1,q27_1,q28_1,q29_1
2016-11-22 14:11:21,2016-11-22 14:22:41,True,I agree,1992,Male,Single,Non-Hispanic White or Euro-American,Albania,1,3,0,$0-$500,7,7,5,7,6,Secretary of Defense,,,Republican,The Supreme Court,,,170.18,3,3,8,7,1
2016-11-22 14:19:17,2016-11-22 14:28:00,True,I agree,1994,Male,Single,Non-Hispanic White or Euro-American,United States,10,3,0,$1501-$2000,8.2,8.2,7.5,8.6,6.1,Sec. of Defense,Mitch McConnell,John Roberts Jr.,Republicans,The Supreme Court,162.165,,,3,7,9,9,8.2
2016-11-22 14:21:30,2016-11-22 14:28:31,True,I agree,1997,Male,Single,Non-Hispanic White or Euro-American,United States,1,2,0,$501-$1000,8.2,9,7.9,9.6,5.2,Secretary of Defense,Mitch McConnell,John Roberts,Republican,The Supreme Court,,,179.924,2,7,8,1,1.6
2016-11-22 14:29:03,2016-11-22 14:38:02,True,I agree,1997,Male,Single,Non-Hispanic White or Euro-American,United States,6.8,2,0,$0-$500,4.3,4.8,2.4,8.5,7.9,,,,republican,The Congress,,317.129,,4.8,6.4,6.5,6.2,5.4
2016-11-22 14:52:01,2016-11-22 15:00:34,True,I agree,1997,Male,Single,Non-Hispanic White or Euro-American,United States,4,1,0,$0-$500,,,,5,4,secretary of defense ,Mitch McConnell,John Roberts,Republicans ,The Supreme Court,,246.259,,1.8,9,10,5,7.4
2016-11-22 15:06:25,2016-11-22 15:12:37,True,I agree,1992,Male,Single,Non-Hispanic White or Euro-American,United States,3,3,0,$501-$1000,4.4,3,1.2,5.9,2,Press Secretary,Mitch Mcconnal,John Roberts,Republicans,The Supreme Court,164.711,,,7.1,5.5,8.1,5.2,5.7
2016-11-22 15:03:05,2016-11-22 15:16:05,True,I agree,1997,Male,Single,Non-Arab Middle Eastern or Non-Arab Middle Eastern-American,Canada,1,1,0,$0-$500,10,10,1,10,10,Not sure,Republican,Don't know,Don't know,The president,649.405,,,5.7,5.7,5.7,5.9,5.9
2016-11-22 15:11:44,2016-11-22 15:19:29,True,I agree,1997,Female,Single,Non-Hispanic White or Euro-American,United States,1,2,0,$0-$500,6.1,9.3,5.2,9.6,9.4,,republican,,republicans,The Supreme Court,,244.213,,7,4.9,7.6,5.9,3.2
2016-11-22 15:09:25,2016-11-22 15:22:35,True,I agree,1993,Male,Single,Non-Hispanic White or Euro-American,United States,5,4,0,$0-$500,1,1,1,1,1,Defense Secretary,Mitch McConnel,,Republican,The Supreme Court,,,164.656,10,1.8,4,8,9.7
2016-11-22 15:18:13,2016-11-22 15:27:51,True,I agree,1997,Female,Single,Non-Hispanic White or Euro-American,United States,1.8,2,0,$0-$500,5.1,2.7,,4.7,2.5,,Paul Ryan,,Republican,The Supreme Court,,,260.794,7.1,5.5,9.1,4,1.6
2016-11-22 15:21:08,2016-11-22 15:33:56,True,I agree,1994,Male,Single,Non-Hispanic White or Euro-American,United States,3,3,0,$2001-$2500,5,8,,10,2,,,,Republican,The Supreme Court,,361.658,,1,10,10,10,1
2016-11-22 15:33:57,2016-11-22 15:43:46,True,I agree,1986,Male,Single,Non-Hispanic White or Euro-American,United States,1,2,0,$1501-$2000,7,7,5,7,5,Secretary Of Defense,,No One,Republican Party,The Supreme Court,165.478,,,2,8,7,6,2.8
2016-11-22 15:35:58,2016-11-22 15:45:40,True,I agree,1993,Male,Single,South Asian or Indian American,Pakistan,6.5,4,0,$3001 and more,9.4,10,9.1,8.4,10,Sec of Defense,McCarthy,John Roberts,Republican,The Supreme Court,179.028,,,2,3.6,8,5,5.4
2016-11-22 15:36:28,2016-11-22 15:46:45,True,I agree,1998,Female,Single,Non-Hispanic White or Euro-American,United States,9.2,1,0,$0-$500,8.1,8.1,,8.2,2.9,,Paul Ryan,,Republican,The Supreme Court,,,164.408,1,8.1,10,7.3,1
2016-11-22 15:48:28,2016-11-22 16:00:08,True,I agree,1997,Male,Single,Non-Hispanic White or Euro-American,Russian Federation,1,0,0,$0-$500,,,,,,,,,,The Supreme Court,,242.336,,2,2,9.1,8,2.4
2016-11-22 15:52:19,2016-11-22 16:03:06,True,I agree,1997,Female,Single,Latino or Hispanic American,United States,6,1,0,$501-$1000,6.7,,,8,2.7,Secretary of Defense,,John Roberts,Republican,The Supreme Court,,,202.336,1,9,10,8.3,1.6
2016-11-22 16:27:29,2016-11-22 16:33:27,True,I agree,1995,Female,Single,Latino or Hispanic American,United States,6.1,3,0,$1501-$2000,6.5,9.5,,10,6,Secretary of Defense,Republicans,John Roberts,Republican,The Supreme Court,165.957,,,1.9,5.5,8.4,5.5,2.8
2016-11-22 16:38:56,2016-11-22 16:46:01,True,I agree,1996,Male,Single,Non-Hispanic White or Euro-American,United States,4,1,0,$0-$500,3,1,1,4,1,,,,Republican,The Supreme Court,,,165.647,2,6.5,7.5,6.5,2.4
2016-11-22 16:37:15,2016-11-22 16:52:45,True,I agree,1993,Female,Married,East Asian or Asian American,China,1,4,0,$0-$500,,,6.5,10,,United States Secretary of Defense ,Mitch McConnell,Roberts,I dont know,The Supreme Court,173.439,,,1.4,9.4,5.3,4.6,5.4
2016-11-22 16:45:14,2016-11-22 16:54:51,True,I agree,1995,Male,Single,Latino or Hispanic American,United States,1,2,0,Prefer not to disclose,5,8.5,4,9.5,6.6,,Mitch McConnell,John Roberts,Republican,The Supreme Court,,243.233,,1,10,9,3,1
2016-11-22 16:29:23,2016-11-22 16:55:05,True,I agree,1991,Male,Married,Non-Hispanic White or Euro-American,United States,7,4,0,$3001 and more,10,10,1,10,3,Sec Def,Mitch McConnel,John Roberts Jr.,Republican,The Supreme Court,,247.064,,3,3,9,9,2.9
2016-11-22 16:51:18,2016-11-22 17:03:10,True,I agree,1992,Male,Single,Non-Hispanic White or Euro-American,United States,2,7,0,$1001-$1500,9.5,9,4,7,6,Secretary of Defense,Republican Party,John Roberts,Republican Party,The Supreme Court,164.126,,,1,10,10,10,3
2016-11-22 16:56:15,2016-11-22 17:03:49,True,I agree,1997,Female,Single,Latino or Hispanic American,United States,2.8,1,0,Prefer not to disclose,,3.3,,7.8,,US Senate ,,,Republican ,The Congress,,,162.361,3,7.7,6.3,5,4.6
2016-11-22 16:53:23,2016-11-22 17:04:23,True,I agree,1970,Male,Married,Non-Hispanic White or Euro-American,United States,5,3,0,$3001 and more,4.5,7.5,3,9,6,secretary of defense,McConnell or Reid,John Roberts,Republican,The Supreme Court,,269.913,,2,8.5,9,6.5,1.8
2016-11-22 17:07:13,2016-11-22 17:15:14,True,I agree,1995,Female,Single,Non-Hispanic White or Euro-American,United States,7,3,0,$0-$500,9.2,9.2,,9.2,5,no,no,no,no,The Supreme Court,,243.666,,2,8.1,8.3,7.2,5.5
2016-11-22 17:07:28,2016-11-22 17:17:26,True,I agree,1990,Male,Single,Non-Hispanic White or Euro-American,United States,3,3,0,$1001-$1500,8,,,9,,,,,Republican,The Supreme Court,163.174,,,2,8,10,3,3.3
2016-11-22 17:22:14,2016-11-22 17:29:12,True,I agree,1994,Female,Single,Non-Hispanic White or Euro-American,United States,5.6,3,0,$0-$500,,7.4,,10,7.3,,,,republican,The Congress,,,165.464,1.8,9.2,9.9,9.3,5.7
2016-11-22 17:26:26,2016-11-22 17:34:15,True,I agree,1997,Male,Single,Latino or Hispanic American,United States,8,1,0,$0-$500,,,,5,4,Sec of Defense,,,Senate,The Supreme Court,164.63,,,3,8,9,8,2.6
2016-11-22 17:22:22,2016-11-22 17:34:41,True,I agree,1995,Male,Single,South Asian or Indian American,Bangladesh,1,3,0,$0-$500,5.1,5.1,1.1,8.9,1.2,Secretary of Defense,Mitch McConnel,Roberts,Republican Party,The Supreme Court,,242.659,,1,10,10,8.3,1.8
2016-11-22 17:31:45,2016-11-22 17:41:23,True,I agree,1990,Female,Married,Non-Hispanic White or Euro-American,United States,2,3,0,$3001 and more,9,1,2.7,10,1,Secretary of Defense,GOP,John Roberts,GOP,The Supreme Court,163.465,,,2,5,4.6,9.2,3.8
2016-11-22 17:33:06,2016-11-22 17:54:19,True,I agree,1994,Male,Single,Non-Hispanic White or Euro-American,United States,2.9,3,0,$1501-$2000,4.4,6.7,,7.5,1.2,Secretary of Defense,Kevin McCarthy,John Roberts,Republicans,The Supreme Court,,,1013.326,8.1,3.1,8.1,7.2,6.7
2016-11-22 17:49:12,2016-11-22 18:04:06,True,I agree,1990,Female,Single,"Black, Afro-Caribbean, or African American",United States,7,4,0,$2501-$3000,8,8.5,7,8,9,Secretary of Defense ,Mitch McConnell,John Roberts Jr,Republicans,The Supreme Court,,,167.765,6,7.5,9,9,4.4
2016-11-22 18:01:37,2016-11-22 18:13:54,True,I agree,1987,Female,Married,Latino or Hispanic American,Mexico,6.7,3,0,$3001 and more,7.8,7.6,5.2,7.7,6.1,no idea,Paul Ryan,Roberts,Republican,The Supreme Court,,253.409,,5,8.2,6.8,7.1,4.3
2016-11-22 18:10:14,2016-11-22 18:19:08,True,I agree,1995,Male,Single,Non-Hispanic White or Euro-American,United States,6,2,0,Prefer not to disclose,1.4,1.1,,3.4,1,Secretary of Defense,Mitch McConnell,John Roberts,Republicans,The Supreme Court,163.408,,,5,5.5,6.1,5.6,1.2
2016-11-22 18:16:25,2016-11-22 18:22:35,True,I agree,1997,Female,Single,East Asian or Asian American,China,1,3,0,$0-$500,,,,6.1,,,,,,The Supreme Court,,,206.623,4.2,5,5,5,5.4
2016-11-22 18:43:09,2016-11-22 18:48:32,True,I agree,1998,Female,Single,Latino or Hispanic American,Mexico,1.6,0.5,0,$0-$500,5.9,5.9,,9.8,8.5,,,,republicans,The Supreme Court,168.129,,,6.2,8.6,8.5,3.9,1.8
2016-11-22 18:35:33,2016-11-22 18:48:59,True,I agree,1997,Female,Single,Non-Hispanic White or Euro-American,South Africa,9,1,0,$501-$1000,7.5,10,,10,9.4,,Mitch McConnell,John Roberts,Republicans ,The Supreme Court,,267.94,,5.4,8,9.2,8.5,2
2016-11-22 18:45:33,2016-11-22 18:52:11,True,I agree,1998,Male,Single,Non-Hispanic White or Euro-American,United States,4,0,0,$0-$500,9,9,,9.1,6.5,,,John Roberts,Republicans,The Supreme Court,,,163.249,1,7.2,10,3.8,2.5
2016-11-22 18:51:23,2016-11-22 19:00:19,True,I agree,1991,Male,Single,Arab Middle Eastern or Arab American,Saudi Arabia,5,4,0,$1501-$2000,,,,10,,,republican,John Glover Roberts Jr,,The Supreme Court,,,169.913,1,5.3,5.3,6.4,5.2
2016-11-22 18:55:57,2016-11-22 19:05:50,True,I agree,1998,Male,Single,East Asian or Asian American,United States,1,0,0,$0-$500,5,5.1,5,5.2,5.2,sec of defense,,,,The Supreme Court,,403.187,,4,4.1,4,5.1,5.2
2016-11-22 18:46:33,2016-11-22 19:05:58,True,I agree,1996,Female,Single,"Black, Afro-Caribbean, or African American",United States,1,2,0,$1501-$2000,10,10,,10,9,,Paul Ryan,Kennady,Republican,The Supreme Court,,877.743,,1,10,5.5,1,1
2016-11-22 18:55:39,2016-11-22 19:06:42,True,I agree,1965,Female,Married,Non-Hispanic White or Euro-American,United States,4,3,0,$3001 and more,8,8,,8,4,Sec of Defense,McConnell,Roberts jr,Republican,The Supreme Court,164.868,,,4,7.5,7,9,4
2016-11-22 19:03:25,2016-11-22 19:12:56,True,I agree,1994,Female,Single,Non-Hispanic White or Euro-American,United States,5,3,0,$0-$500,7.8,9.2,1,10,3.4,secretary of defense,mitch mcconel,roberts,republican,The Supreme Court,,359.628,,1.8,10,10,3.6,1
2016-11-22 19:15:21,2016-11-22 19:26:40,True,I agree,1986,Male,Married,Non-Hispanic White or Euro-American,United States,9.5,3,0,$3001 and more,8.5,9.5,1,10,3,Secretary of Defense,Mitch McConnell,John Roberts,Republican,The Supreme Court,,,168.987,1,8,10,3,1
2016-11-22 19:06:51,2016-11-22 19:27:29,True,I agree,1955,Male,Single,Non-Hispanic White or Euro-American,United States,7,4,0,$1001-$1500,10,10,10,10,7,Sec. Def.,Mcconell,John Roberts,Republicans,The Supreme Court,463.113,,,1,10,10,10,1
2016-11-22 19:21:44,2016-11-22 19:28:06,True,I agree,1994,Female,Single,Non-Arab Middle Eastern or Non-Arab Middle Eastern-American,United States,1.1,4,0,$2001-$2500,8.4,8.8,,8.9,8.8,,,,,The Supreme Court,,,175.705,8.4,3.4,8.1,7.8,8
2016-11-22 19:23:17,2016-11-22 19:33:34,True,I agree,1987,Male,Married,Non-Hispanic White or Euro-American,United States,7,3,0,$1001-$1500,7,5,2,8,4,Secretary of Defense,Mitch McConnel,John Roberts,Republican,The Supreme Court,164.727,,,5,6.5,7.8,3,4.1
2016-11-22 19:26:41,2016-11-22 19:44:12,True,I agree,1996,Male,Single,Non-Hispanic White or Euro-American,United States,6,1,0,$501-$1000,7.1,9.2,,9.9,7.7,,,,Republican,The Supreme Court,,254.077,,2.9,8.7,8.5,3.1,5.2
2016-11-22 19:36:37,2016-11-22 19:46:27,True,I agree,1997,Female,Single,"Black, Afro-Caribbean, or African American",United States,10,0,0,Prefer not to disclose,10,10,,10,10,,Mitch Mcconel,,Republicans,The Congress,,335.425,,1,10,10,4.5,1
2016-11-22 19:37:00,2016-11-22 19:49:15,True,I agree,1987,Female,Married,Latino or Hispanic American,United States,3,3,0,$3001 and more,9,9,,10,5.6,,Mitch McConnel,Sonja Sotomayor,Republican,The Supreme Court,173.049,,,1,6.9,9.9,8.2,4.4
2016-11-22 19:48:13,2016-11-22 19:56:29,True,I agree,1996,Female,Single,"Black, Afro-Caribbean, or African American",United States,8.1,2,0,$0-$500,8,9.1,8.2,10,8.1,,,,republicans,The Supreme Court,164.849,,,1,10,10,10,1
2016-11-22 19:42:34,2016-11-22 19:56:40,True,I agree,1995,Male,Single,Latino or Hispanic American,Mexico,4,3,0,Prefer not to disclose,10,10,10,10,8.1,,Mitch McConell,,Republicans,The Supreme Court,,,434.159,2.9,7.1,10,8.1,3
2016-11-22 19:59:50,2016-11-22 20:13:52,True,I agree,1995,Female,Single,Latino or Hispanic American,United States,4,3,0,$0-$500,,3,,8,8,Secretary of Defense ,Mitch McConnell ,John Roberts ,,The president,,256.862,,3,8,9,7,5.4
2016-11-22 20:07:47,2016-11-22 20:23:54,True,I agree,1996,Female,Single,"Black, Afro-Caribbean, or African American",United States,4.1,2,0,$501-$1000,2.4,8.2,3.6,9.3,8.5,,,John Roberts,GOP,The Supreme Court,,,197.528,6,4.2,5.3,6.1,6.9
2016-11-22 20:18:44,2016-11-22 20:30:57,True,I agree,1997,Male,Single,Non-Hispanic White or Euro-American,United States,1,1,0,$0-$500,6,7.4,8.8,8.9,7.5,Secretary of Defense,Mitch McConnell,John Glover Roberts Jr.,Republicans,The Supreme Court,,,240.509,7.6,7.5,2.3,5.6,7.5
2016-11-22 20:27:44,2016-11-22 20:35:12,True,I agree,1997,Female,Single,Non-Hispanic White or Euro-American,United States,7.1,1,0,$0-$500,5,6.3,1.1,8.7,5.1,I don't know,Mitch McConnel,I don't know... Ruth Bader Ginsberg,Republicans,The Supreme Court,,242.96,,2,8.1,10,8.4,2.3
2016-11-22 20:35:21,2016-11-22 20:44:55,True,I agree,1997,Female,Single,Other,United States,2.8,2,0,$501-$1000,8.1,8.8,,9.6,9.7,,,,Republicans,The Supreme Court,204.113,,,4.3,5.6,7.1,7,3
2016-11-22 20:33:50,2016-11-22 20:45:20,True,I agree,1971,Female,Single,Non-Hispanic White or Euro-American,United States,7,3,0,$2501-$3000,1.1,1.1,1.1,2.9,1.1,Secretary of Defense,Mitch McConnel,John Roberts,Republican,The Supreme Court,172.003,,,3,4,7.1,7,7.3
2016-11-22 20:40:16,2016-11-22 20:48:24,True,I agree,1995,Male,Single,Non-Hispanic White or Euro-American,United States,10,3.5,0,$0-$500,7.6,7.9,,8,8,secretary of defense,mitch mcconell,john roberts,republicans,The Supreme Court,,242.156,,1,10,10,10,5.4
2016-11-22 20:29:43,2016-11-22 20:57:34,True,I agree,1985,Male,Single,"Black, Afro-Caribbean, or African American",United States,1,3,0,$3001 and more,6.1,9,5.1,9,9,Secretary of Defense,Mitch McConnell,John Roberts,Republicans,The Supreme Court,,,164.344,1.3,9.5,9.5,7.1,1
2016-11-22 20:56:54,2016-11-22 21:06:02,True,I agree,1986,Male,Married,Non-Hispanic White or Euro-American,United States,2.4,1,0,$3001 and more,9.2,8.7,4.7,8.8,6.6,Sec. of Defense,Mitch McConnell,John Roberts,Republican,The Supreme Court,,,175.041,1,4,10,9,6.5
2016-11-22 20:55:01,2016-11-22 21:07:49,True,I agree,1986,Male,Single,Latino or Hispanic American,United States,7.3,4,0,$2001-$2500,8.6,9.2,9.2,9.2,9.2,Secretary of Defense,Mitch McConnell,John Roberts,Republicans,The Supreme Court,,248.746,,5.6,5.6,5.6,5.6,5.7
2016-11-22 21:11:52,2016-11-22 21:19:02,True,I agree,1989,Male,Single,Latino or Hispanic American,United States,6.6,7,0,$501-$1000,9.2,9.3,,7.1,4.9,,Republicans,,Republicans,The Supreme Court,161.232,,,3.9,7.6,8.8,10,2.4
2016-11-22 21:21:27,2016-11-22 21:32:26,True,I agree,1998,Male,Single,Non-Hispanic White or Euro-American,United States,5,0,0,$0-$500,7,5,1,10,6,,,,republican,The Supreme Court,164.118,,,5,9,10,3,1
2016-11-22 21:29:36,2016-11-22 21:40:21,True,I agree,1997,Male,Single,Arab Middle Eastern or Arab American,Qatar,7.2,2,0,$3001 and more,10,7,10,10,5,Secretary of defense,Mitch mcconnell,John roberts,Republicans,The Supreme Court,,,169.732,1,10,10,4.1,5.8
2016-11-22 21:22:45,2016-11-22 21:40:44,True,I agree,1972,Male,Married,Latino or Hispanic American,United States,6,4,0,$3001 and more,7,7,7,8,7,Sec of Def,Mitch McConnell,John Roberts,Republicans ,The Supreme Court,,256.965,,8.5,2.9,3,5,8.8
2016-11-22 21:35:04,2016-11-22 21:42:53,True,I agree,1996,Male,Single,Non-Hispanic White or Euro-American,United States,1,2,0,$1001-$1500,10,10,5,6.3,7.7,,,,,The Supreme Court,,243.495,,5.1,5.5,6.1,8.2,3.7
2016-11-22 21:35:14,2016-11-22 21:44:42,True,I agree,1993,Male,Single,Other,United States,1,2,0,$501-$1000,10,10,1.9,10,1.8,,Paul Ryan,Robert,Republicans,The Supreme Court,162.953,,,6,5.5,7.1,7,5.4
2016-11-22 21:49:04,2016-11-22 22:03:55,True,I agree,1996,Female,Single,Non-Hispanic White or Euro-American,United States,6.9,2,0,$501-$1000,4.8,6.2,,7.3,3.4,,,,Republican,The Supreme Court,167.174,,,6.8,1.7,5,6.4,6.6
2016-11-22 22:19:24,2016-11-22 22:27:03,True,I agree,1992,Male,Single,Arab Middle Eastern or Arab American,Qatar,1.1,2,2,Prefer not to disclose,2.9,3,3.6,3.7,2.2,no idea ,no idea ,no idea ,no idea ,The president,,,222.339,5.3,6.4,6,6.6,6.4
2016-11-22 22:22:59,2016-11-22 22:38:57,True,I agree,1989,Female,Single,Non-Hispanic White or Euro-American,United States,6,3.5,0,$3001 and more,6.1,5.5,5.5,6.5,5,Secretary of defense ,Mitch McConnell ,John Roberts jr,Republican ,The Supreme Court,,246.715,,5.5,7.1,9,3,10
2016-11-22 22:32:10,2016-11-22 22:43:33,True,I agree,1974,Female,Single,Latino or Hispanic American,Mexico,10,2,0,$1501-$2000,10,10,10,10,8,Secretary of Defense,Mitch McConnell,John G Roberts,Republicans,The Supreme Court,,,327.738,3,10,10,1,1
2016-11-22 22:28:29,2016-11-22 22:44:02,True,I agree,1997,Male,Single,Other,China,1.4,2,3,$3001 and more,5.4,,,5.4,,,,,,The Congress,166.115,,,1,3.8,6.9,3.9,3.1
2016-11-22 22:40:20,2016-11-22 22:51:10,True,I agree,1997,Female,Single,"Black, Afro-Caribbean, or African American",Nigeria,9,2,0,$501-$1000,3,6.2,,8,9.5,,Mitch McConnell,,Dem,The Supreme Court,,254.645,,7,4,7.9,4.4,4.2
2016-11-22 22:45:48,2016-11-22 22:57:49,True,I agree,1994,Female,Single,Latino or Hispanic American,United States,7.1,4,0,$1501-$2000,8.1,8.2,7.5,8.2,7.4,sec. of defense,?,?,?,The Supreme Court,,,177.692,1.9,8.3,9.2,8.4,3.9
2016-11-22 22:54:12,2016-11-22 23:03:31,True,I agree,1993,Male,Single,Latino or Hispanic American,United States,7,3,0,$3001 and more,4,7.8,2,10,1,Secretary of defense,McConell,John Roberts,Republican,The Supreme Court,162.891,,,1,10,9,2.4,1.7
2016-11-22 22:59:33,2016-11-22 23:07:41,True,I agree,1987,Male,Married,Non-Hispanic White or Euro-American,United States,8,2,0,$3001 and more,7,5,,8,3,Secretary of Defense,Mitch McConnell,Roberts,Republicans,The Supreme Court,202.934,,,7,3,5.6,5.5,7.5
2016-11-22 22:52:14,2016-11-22 23:08:55,True,I agree,1990,Male,Married,Latino or Hispanic American,United States,7,3,0,$3001 and more,5.2,4.4,5.4,6.7,4.6,Secretary of defense,,,Republican,The Congress,,255.222,,5.2,8.1,7.7,7.3,3.6
2016-11-22 23:27:37,2016-11-22 23:33:39,True,I agree,1987,Male,Single,Arab Middle Eastern or Arab American,Qatar,2.4,2,6,Prefer not to disclose,3,3.8,4.7,5.2,5.7,no idea ,no idea,no idea,no idea,The president,,,176.63,5.8,6.3,5.8,4.7,6.1
2016-11-22 23:34:02,2016-11-22 23:42:14,True,I agree,1997,Female,Single,"Black, Afro-Caribbean, or African American",United States,3,2,0,$0-$500,1,8.3,7.1,9,10,secretary of defense,Mitch mcconell,John Roberts,republicans,The Supreme Court,163.911,,,8,2.5,10,7.1,5.7
2016-11-22 23:35:17,2016-11-22 23:45:35,True,I agree,1997,Female,Single,Non-Hispanic White or Euro-American,Russian Federation,1.1,2,0,$0-$500,2.6,8.5,8.6,8.7,8.7,,Mitch McConnell,John Roberts,Republicans,The Supreme Court,,242.723,,1,8.5,10,7,4.6
2016-11-22 23:42:35,2016-11-22 23:51:33,True,I agree,1995,Male,Single,East Asian or Asian American,China,1.8,1,0,$0-$500,9.1,9.1,8.4,9.1,8.6,Secretary of Defense,Mitch McConnell,John G. Roberts,Republics,The Supreme Court,,,300.404,2,4,8.1,8.1,3.5
2016-11-22 23:48:39,2016-11-22 23:57:45,True,I agree,1992,Male,Single,Latino or Hispanic American,United States,10,2,0,$1001-$1500,10,10,1.4,10,2.5,,,john roberts,republicans ,The Supreme Court,169.407,,,1.8,9.9,10,10,1.6
2016-11-22 23:51:47,2016-11-23 00:03:31,True,I agree,1997,Female,Single,Latino or Hispanic American,United States,10,0.5,0,$0-$500,,,,2,,,,A female? ,Republican? ,The Supreme Court,,245.716,,3,4,10,2,9.2
2016-11-22 23:47:26,2016-11-23 00:04:23,True,I agree,1989,Male,Single,Non-Hispanic White or Euro-American,United States,1,4,0,$2501-$3000,4,1,1,8,1,,mitch mconnel,,Rebulblican,The Supreme Court,,,351.368,5,5.5,6.5,3,1
2016-11-22 23:47:33,2016-11-23 00:04:24,True,I agree,1990,Male,Single,Non-Hispanic White or Euro-American,United States,1,4,0,$2501-$3000,6,1,1,5,1,,,,Republican ,The Supreme Court,184.271,,,5,5,8,4,1
2016-11-22 23:54:36,2016-11-23 00:07:10,True,I agree,1995,Male,Single,Latino or Hispanic American,United States,7,4,0,$501-$1000,6.5,8.3,4.4,10,6.1,Secretary of defense,Paul Ryan,Jon Roberts,Republicans,The Supreme Court,,258.994,,1.6,6.4,10,7.9,7.1
2016-11-23 00:03:09,2016-11-23 00:09:04,True,I agree,1998,Female,Single,Non-Hispanic White or Euro-American,United States,6,0,0,$0-$500,8.1,9,1.8,10,9.3,,,,,The Congress,,,164.335,5,5.5,5,4.8,6.5
2016-11-23 04:16:56,2016-11-23 04:33:53,True,I agree,1994,Female,Single,Non-Hispanic White or Euro-American,United States,3,4,0,$501-$1000,9.9,9.8,,9.4,4,,,,,The Supreme Court,,,502.65,5.7,8.2,9.7,6.6,5.8
2016-11-23 04:25:31,2016-11-23 04:38:15,True,I agree,1997,Female,Single,Other,United States,8.2,2,0,$501-$1000,,7.6,,9.2,9.7,Secretary of Defense,Mitch McConnell,John Roberts,Republicans ,The Supreme Court,,355.188,,1.7,8.8,9.4,7.5,6.8
2016-11-23 07:36:04,2016-11-23 07:44:29,True,I agree,1992,Male,Married,Non-Hispanic White or Euro-American,United States,7.1,2,0,$2501-$3000,2.9,,,1.7,1.1,,,,Republican Party,The Supreme Court,168.387,,,7.1,9.2,9.8,2.9,5.8
2016-11-22 22:36:41,2016-11-23 08:20:48,True,I agree,1994,Male,Single,East Asian or Asian American,China,1.3,4,0,Prefer not to disclose,8.2,9.2,7.4,7.4,7.6,United States Secretary of Defense,Mitch McConnell,John G. Roberts,the Republics,The Supreme Court,,34369.397,,7.1,4,8.2,7.5,6.8
2016-11-23 09:31:04,2016-11-23 09:42:02,True,I agree,1990,Female,Single,Non-Hispanic White or Euro-American,United States,2,3,0,$1001-$1500,4.2,6,2,8.1,5,Department of defense,Republican,John Roberts,Republican,The Supreme Court,,,162.837,3.5,7,6.3,4,4
2016-11-23 09:49:05,2016-11-23 09:55:14,True,I agree,1996,Male,Single,Latino or Hispanic American,United States,1.8,2,0,$1001-$1500,8.1,6.1,1.9,7.2,6.4,Sec of Defense,Mitch McConnell,John Roberts,Republican ,The Supreme Court,162.365,,,7.2,5,5,7.2,4.4
2016-11-23 09:56:37,2016-11-23 10:02:38,True,I agree,1986,Male,Single,Non-Hispanic White or Euro-American,United States,6.1,3,0,$2501-$3000,6.6,6.6,,8,7.2,Secretary,McConnell ,Roberts,Republican,The Supreme Court,161.985,,,4.9,8.7,10,10,2
2016-11-23 09:50:04,2016-11-23 10:12:23,True,I agree,1995,Male,Single,Other,United States,1.5,2,0,$0-$500,2,1.1,,7.7,2.8,,Republican,,Republican,The Supreme Court,,978.738,,1,7,4,9,3.1
2016-11-23 10:14:18,2016-11-23 10:23:22,True,I agree,1994,Male,Single,Non-Hispanic White or Euro-American,United States,1,3,0,$0-$500,6,7,6.5,7,7,Secretary of Defense,Mitch McConnell,John Roberts,Republican,The Supreme Court,,,170.828,5,6,7,6,3
2016-11-23 10:54:53,2016-11-23 11:03:29,True,I agree,1998,Prefer not to disclose,Single,Native American or Alaskan Native,United States,5,0,0,$0-$500,10,10,10,10,10,SoD,Sen McConnnell,Justice Roberts,GOP,The Supreme Court,,248.614,,1,10,10,8,1
2016-11-23 01:46:19,2016-11-23 11:07:55,True,I agree,1990,Male,Single,Non-Hispanic White or Euro-American,Russian Federation,4,2,0,$1501-$2000,7,7,5,10,8,,Paul Ryan,John Roberts,Republican,The Supreme Court,,322.24,,2,8,6,8.5,1.8
2016-11-22 14:07:14,2016-11-23 11:43:57,True,I agree,1997,Male,Single,"Black, Afro-Caribbean, or African American",United States,3,1.5,0,$0-$500,8,6,,10,9,Secretary of Defense,Mitch McConnell,John Roberts,Republicans,The Supreme Court,77274.309,,,3.5,8.5,8,4,3
2016-11-23 12:22:00,2016-11-23 12:29:06,True,I agree,1995,Male,Single,Non-Hispanic White or Euro-American,United States,2.4,2.5,0,$501-$1000,6,9.3,,9.5,8,,,Scalia,Republican,The Supreme Court,223.185,,,1,10,7.2,5,3.4
2016-11-23 13:04:48,2016-11-23 13:13:03,True,I agree,1995,Male,Single,Non-Hispanic White or Euro-American,United States,1,2,0,$501-$1000,2,5,,10,9,Secretary of Defense,Kevin McCarthy,John Roberts,Republican,The Supreme Court,,,168.269,1,9,10,5,1.7
